0.8844,Count Different Palindromic Subsequences
0.8843,Search a 2D Matrix
0.8842,Valid Triangle Number
0.8841,Add Bold Tag in String
0.8838,Search in Rotated Sorted Array
0.8838,Majority Element II
0.8832,Minimum Falling Path Sum
0.883,Maximum Average Subarray II
0.883,Binary Search
0.8826,Two Sum IV - Input is a BST
0.8826,Repeated Substring Pattern
0.882,Shortest Path Visiting All Nodes
0.8817,Push Dominoes
0.8812,Maximum Binary Tree
0.8811,Frog Jump
0.8808,Moving Average from Data Stream
0.8805,Letter Case Permutation
0.8797,N-ary Tree Level Order Traversal
0.8793,Shortest Palindrome
0.879,Two City Scheduling
0.8786,Flatten Binary Tree to Linked List
0.8782,Is Graph Bipartite?
0.878,K-Similar Strings
0.8772,Matchsticks to Square
0.8764,Largest Unique Number
0.8762,Letter Combinations of a Phone Number
0.8762,Largest Number
0.876,Insert into a Binary Search Tree
0.8752,Find K-Length Substrings With No Repeated Characters
0.875,Game Play Analysis I
0.8749,Search Insert Position
0.8748,Insert Interval
0.8747,Rectangle Area II
0.8743,Count Complete Tree Nodes
0.8741,Race Car
0.8732,Asteroid Collision
0.873,Word Pattern
0.8728,Longest Palindromic Subsequence
0.8717,Brace Expansion
0.871,Add Two Numbers II
0.8709,Number Complement
0.8709,Find Common Characters
0.8705,Median of Two Sorted Arrays
0.8704,Unique Letter String
0.8704,Couples Holding Hands
0.87,Find the Celebrity
0.8695,N-ary Tree Postorder Traversal
0.8693,Number of Dice Rolls With Target Sum
0.8686,Number Of Corner Rectangles
0.8685,Array Nesting
0.8683,Expression Add Operators
0.8679,Long Pressed Name
0.8675,Merge Two Sorted Lists
0.8669,Combine Two Tables
0.8667,Palindrome Pairs
0.8667,Customers Who Never Order
0.8662,Palindrome Linked List
0.8655,Binary Trees With Factors
0.8653,Bitwise AND of Numbers Range
0.8648,Profitable Schemes
0.8647,Longest Harmonious Subsequence
0.8644,Number of Enclaves
0.864,Minimum Genetic Mutation
0.8632,Strange Printer
0.8628,Valid Anagram
0.8627,Validate Binary Search Tree
0.8621,Longest Chunked Palindrome Decomposition
0.8602,N-ary Tree Preorder Traversal
0.8599,Largest Perimeter Triangle
0.8597,Populating Next Right Pointers in Each Node II
0.8594,Find Minimum in Rotated Sorted Array
0.8593,Minimum Score Triangulation of Polygon
0.859,Number of Music Playlists
0.859,Average of Levels in Binary Tree
0.8585,Palindrome Permutation II
0.8577,Valid Permutations for DI Sequence
0.8571,User Activity for the Past 30 Days I
0.8568,Reshape the Matrix
0.8567,Maximum Vacation Days
0.8563,Shortest Distance in a Line
0.8549,Rank Scores
0.8547,Longest Repeating Substring
0.8547,Find the Town Judge
0.8547,All O`one Data Structure
0.8541,Arithmetic Slices II - Subsequence
0.854,Corporate Flight Bookings
0.8537,Print in Order
0.8529,Hand of Straights
0.8527,Reverse Pairs
0.8521,Lexicographical Numbers
0.8514,Binary Search Tree to Greater Sum Tree
0.8507,Unique Paths II
0.8506,Minimize Max Distance to Gas Station
0.8505,Binary Search Tree Iterator
0.8503,Count of Range Sum
0.8496,Find in Mountain Array
0.8493,Maximum Distance in Arrays
0.8491,Find Eventual Safe States
0.8489,Maximize Distance to Closest Person
0.8478,My Calendar II
0.8476,Basic Calculator II
0.8473,4 Keys Keyboard
0.8468,Time Based Key-Value Store
0.8463,The Earliest Moment When Everyone Become Friends
0.8454,Design In-Memory File System
0.8452,Task Scheduler
0.8447,Range Sum Query 2D - Mutable
0.8445,Spiral Matrix II
0.8444,Ternary Expression Parser
0.8418,Set Matrix Zeroes
0.8391,Flatten a Multilevel Doubly Linked List
0.8384,Find Bottom Left Tree Value
0.8382,Unique Substrings in Wraparound String
0.8375,Univalued Binary Tree
0.8375,Design HashMap
0.8372,Word Ladder II
0.8359,Can I Win
0.8353,Maximum Average Subarray I
0.835,Minimum Number of K Consecutive Bit Flips
0.8348,Pacific Atlantic Water Flow
0.8347,Max Chunks To Make Sorted
0.8344,Jewels and Stones
0.8341,Most Profit Assigning Work
0.8337,Regular Expression Matching
0.8333,Article Views II
0.8332,Monotone Increasing Digits
0.833,Unique Paths III
0.8329,Implement Queue using Stacks
0.8312,Count Binary Substrings
0.8306,Group Shifted Strings
0.8304,Max Stack
0.8301,Game of Life
0.8298,Maximize Sum Of Array After K Negations
0.8291,Patching Array
0.829,Lonely Pixel I
0.829,Binary Tree Level Order Traversal II
0.8288,Add Binary
0.8281,Falling Squares
0.8277,Squirrel Simulation
0.8261,4Sum
0.8257,Number of Valid Subarrays
0.8255,Binary Tree Vertical Order Traversal
0.8252,Optimal Account Balancing
0.8244,Bomb Enemy
0.8241,Excel Sheet Column Title
0.824,Range Sum of BST
0.8236,Find Duplicate Subtrees
0.8231,Increasing Subsequences
0.8228,Arithmetic Slices
0.8225,Excel Sheet Column Number
0.8218,Reverse Nodes in k-Group
0.8216,Lemonade Change
0.8207,Reveal Cards In Increasing Order
0.8199,Alien Dictionary
0.8198,Map Sum Pairs
0.8195,Partition Array Into Three Parts With Equal Sum
0.8191,Maximum Width of Binary Tree
0.8187,Design Circular Queue
0.8177,Most Frequent Subtree Sum
0.8172,Maximum XOR of Two Numbers in an Array
0.8165,K-th Smallest in Lexicographical Order
0.8163,Student Attendance Record II
0.8162,Array of Doubled Pairs
0.8143,Palindrome Permutation
0.8142,Find Permutation
0.8141,Rectangle Overlap
0.814,Minimum Area Rectangle
0.8135,Reaching Points
0.813,Longest Continuous Increasing Subsequence
0.813,Find K Closest Elements
0.8129,3Sum With Multiplicity
0.8128,Find K Closest Elements
0.8114,Smallest Subsequence of Distinct Characters
0.8108,Assign Cookies
0.8102,Shifting Letters
0.8098,Flipping an Image
0.8096,Add to Array-Form of Integer
0.8091,Split Linked List in Parts
0.8086,Shortest Path in Binary Matrix
0.8083,Non-decreasing Array
0.8079,Perfect Rectangle
0.8076,One Edit Distance
0.8075,Decoded String at Index
0.8049,Is Subsequence
0.8041,N-th Tribonacci Number
0.8036,Candy
0.8035,Knight Probability in Chessboard
0.8032,Split Array With Same Average
0.803,Campus Bikes
0.8029,Min Cost Climbing Stairs
0.8017,Regions Cut By Slashes
0.8015,Product Sales Analysis I
0.8003,Online Stock Span
0.8001,Valid Perfect Square
0.8,Inorder Successor in BST II
0.8,24 Game
0.7983,Department Top Three Salaries
0.7981,Stone Game II
0.7974,Online Majority Element In Subarray
0.7972,Word Break II
0.7971,Bitwise ORs of Subarrays
0.7965,Flood Fill
0.7954,Largest Plus Sign
0.7953,Nested List Weight Sum
0.7952,Distribute Candies to People
0.7949,Replace Words
0.7949,Count Univalue Subtrees
0.7944,Binary Number with Alternating Bits
0.7931,Triangle Judgement
0.7927,Complement of Base 10 Integer
0.7925,Smallest String Starting From Leaf
0.7912,Delete Columns to Make Sorted II
0.7905,Add Two Numbers
0.7894,Ones and Zeroes
0.7887,Shortest Distance in a Plane
0.7873,Find Pivot Index
0.7869,Random Pick with Blacklist
0.7864,Snapshot Array
0.7857,Longest Univalue Path
0.7849,Maximum Gap
0.7846,Binary Tree Longest Consecutive Sequence
0.7839,Concatenated Words
0.7837,Nested List Weight Sum II
0.7832,Cat and Mouse
0.7829,Beautiful Arrangement
0.7825,Happy Number
0.7823,Network Delay Time
0.7823,Armstrong Number
0.7822,Copy List with Random Pointer
0.7808,Permutation Sequence
0.7803,Construct Binary Tree from String
0.7798,Complete Binary Tree Inserter
0.7787,Max Increase to Keep City Skyline
0.7786,Department Highest Salary
0.7786,Consecutive Numbers
0.7784,Max Increase to Keep City Skyline
0.7767,X of a Kind in a Deck of Cards
0.7758,Score After Flipping Matrix
0.7756,Implement Magic Dictionary
0.7751,Range Sum Query 2D - Immutable
0.7747,Fair Candy Swap
0.7742,Redundant Connection
0.7739,Longest Well-Performing Interval
0.7735,Partition List
0.7729,Positions of Large Groups
0.7727,Accounts Merge
0.7724,Accounts Merge
0.7723,Odd Even Linked List
0.7717,Super Ugly Number
0.7717,Search in a Binary Search Tree
0.7716,Convert a Number to Hexadecimal
0.7715,Unique Email Addresses
0.7708,Design Twitter
0.7707,Uncommon Words from Two Sentences
0.7679,Numbers At Most N Given Digit Set
0.7675,Integer Break
0.7663,Power of Two
0.7649,Most Stones Removed with Same Row or Column
0.7647,Binary Tree Coloring Game
0.764,Non-negative Integers without Consecutive Ones
0.7623,Isomorphic Strings
0.7623,Design Circular Deque
0.7622,Closest Leaf in a Binary Tree
0.7617,Single Number II
0.7615,Minimum Distance Between BST Nodes
0.7607,Valid Mountain Array
0.7605,Short Encoding of Words
0.7603,Reverse Words in a String II
0.7598,Design HashSet
0.7584,Smallest Rectangle Enclosing Black Pixels
0.7571,Longest Line of Consecutive One in Matrix
0.756,Sales Person
0.7556,Smallest Subtree with all the Deepest Nodes
0.7556,Paint Fence
0.7546,Largest Component Size by Common Factor
0.7538,Check If a Number Is Majority Element in a Sorted Array
0.7537,Digit Count in Range
0.7533,Sort Transformed Array
0.752,Find Minimum in Rotated Sorted Array II
0.7518,Word Subsets
0.7517,Linked List Random Node
0.7493,Odd Even Jump
0.7492,String Transforms Into Another String
0.7489,Next Permutation
0.7486,Bricks Falling When Hit
0.7482,Find the Shortest Superstring
0.748,First Missing Positive
0.747,Minimize Malware Spread II
0.7453,Custom Sort String
0.7436,Output Contest Matches
0.7419,Path Sum
0.7402,Basic Calculator III
0.7397,Logger Rate Limiter
0.7385,Redundant Connection II
0.7373,Broken Calculator
0.7357,Knight Dialer
0.7348,Pascal's Triangle II
0.7344,Stamping The Sequence
0.7343,Next Greater Element III
0.7342,Stream of Characters
0.7341,All Paths from Source Lead to Destination
0.7332,Spiral Matrix
0.733,Reverse Bits
0.7328,Building H2O
0.7322,The Maze III
0.7307,Similar String Groups
0.7302,Data Stream as Disjoint Intervals
0.7292,K Inverse Pairs Array
0.729,Add Strings
0.7284,All Paths from Source Lead to Destination
0.7265,Minimum Time Difference
0.7262,Rotate Function
0.7247,Count Primes
0.7246,Split Array into Fibonacci Sequence
0.7244,Intersection of Two Arrays II
0.7237,Gas Station
0.7219,Sales Analysis II
0.7218,Strobogrammatic Number II
0.7213,Out of Boundary Paths
0.7206,Valid Sudoku
0.7173,DI String Match
0.7172,Greatest Common Divisor of Strings
0.7162,Average Salary: Departments VS Company
0.7147,Maximum Product of Three Numbers
0.7121,Numbers With Same Consecutive Differences
0.7118,Add One Row to Tree
0.7107,K-th Symbol in Grammar
0.7106,Create Maximum Number
0.7106,Confusing Number II
0.7104,My Calendar III
0.7093,Verifying an Alien Dictionary
0.708,Implement Rand10() Using Rand7()
0.7078,Split Array with Equal Sum
0.7062,Design Snake Game
0.7058,Encode and Decode Strings
0.7054,Numbers With Repeated Digits
0.7053,Nth Magical Number
0.7023,Find Mode in Binary Search Tree
0.7005,Ransom Note
0.7003,Number of Atoms
0.6972,Minimum Index Sum of Two Lists
0.6971,Rotate Array
0.6959,N-Queens II
0.6942,Two Sum II - Input array is sorted
0.6926,Shortest Word Distance II
0.6922,Restore IP Addresses
0.6909,Sum of Root To Leaf Binary Numbers
0.6903,Split Array into Consecutive Subsequences
0.6902,Least Operators to Express Number
0.6901,Special Binary String
0.6898,Repeated DNA Sequences
0.6897,Flatten Nested List Iterator
0.688,Divide Array Into Increasing Sequences
0.6856,Fixed Point
0.6854,Largest 1-Bordered Square
0.6826,Rising Temperature
0.6795,User Purchase Platform
0.6795,New Users Daily Count
0.6795,Find the Difference
0.6774,Friend Requests II: Who Has the Most Friends
0.6769,RLE Iterator
0.6758,Multiply Strings
0.675,Longest Turbulent Subarray
0.6741,Find Median Given Frequency of Numbers
0.6739,Search in Rotated Sorted Array II
0.6738,Design Compressed String Iterator
0.6735,Random Flip Matrix
0.673,Three Equal Parts
0.6725,Print Zero Even Odd
0.6713,High Five
0.6667,Sparse Matrix Multiplication
0.666,Find Right Interval
0.6653,Preimage Size of Factorial Zeroes Function
0.6637,Candy Crush
0.662,Exam Room
0.6617,Grid Illumination
0.6602,Power of Four
0.6523,Kth Largest Element in a Stream
0.6491,Project Employees II
0.6476,Word Ladder
0.6475,Sum of Even Numbers After Queries
0.6452,Find Anagram Mappings
0.6441,Shortest Word Distance III
0.6439,Design Log Storage System
0.643,Reordered Power of 2
0.642,Surrounded Regions
0.6395,Flip Binary Tree To Match Preorder Traversal
0.6385,Domino and Tromino Tiling
0.6384,Sentence Screen Fitting
0.6369,Second Highest Salary
0.6357,New 21 Game
0.6357,Flatten 2D Vector
0.6351,Longest Word in Dictionary through Deleting
0.6324,Can Place Flowers
0.632,Minimum Depth of Binary Tree
0.6297,Self Dividing Numbers
0.6274,Set Mismatch
0.6272,Wiggle Sort II
0.6184,Super Washing Machines
0.6176,Car Fleet
0.6151,Global and Local Inversions
0.6126,Word Frequency
0.6121,Find Customer Referee
0.6109,Cut Off Trees for Golf Event
0.6046,First Bad Version
0.6041,Coin Path
0.6039,Buddy Strings
0.6027,Adding Two Negabinary Numbers
0.6023,Number of Equivalent Domino Pairs
0.6002,Sum of Subsequence Widths
0.5999,Fibonacci Number
0.5997,Matrix Cells in Distance Order
0.5995,Diagonal Traverse
0.5983,Alphabet Board Path
0.5965,Evaluate Reverse Polish Notation
0.5936,N-Repeated Element in Size 2N Array
0.5933,Reverse String
0.5926,Detect Capital
0.5913,Bold Words in String
0.591,Median Employee Salary
0.5896,Reconstruct Itinerary
0.5869,Smallest Range II
0.5864,Sales Analysis I
0.5824,Word Abbreviation
0.5784,Project Employees I
0.5758,Sum of Square Numbers
0.5724,Employee Bonus
0.5717,Peeking Iterator
0.5707,Game Play Analysis IV
0.5682,Escape a Large Maze
0.5638,Valid Word Square
0.5618,Valid Word Square
0.5599,Swap Salary
0.5584,Binary Prefix Divisible By 5
0.5563,Online Election
0.5508,Prefix and Suffix Search
0.5496,Remove Duplicates from Sorted Array II
0.5477,Robot Return to Origin
0.5474,Battleships in a Board
0.5451,Trips and Users
0.5438,Robot Bounded In Circle
0.5396,Dota2 Senate
0.5381,Base 7
0.5365,Nth Highest Salary
0.5278,Reach a Number
0.5271,Palindrome Number
0.5265,Number of 1 Bits
0.5252,Minimize Malware Spread
0.524,Max Consecutive Ones
0.5198,Duplicate Zeros
0.5189,Count The Repetitions
0.5183,Minimum Factorization
0.5179,Unique Morse Code Words
0.5154,Investments in 2016
0.5142,Degree of an Array
